name,base,has_Q1,has_Q2,dtype,n_nonnull,mean,std
focuspresent_Q1,focuspresent,True,True,float64,51,4.387450980392156,2.526369823064548
focuspresent_Q2,focuspresent,True,True,float64,52,3.7461538461538457,2.4830627442165003
food_Q1,food,True,True,float64,51,2.6641176470588235,1.8763723620489434
food_Q2,food,True,True,float64,52,0.18057692307692308,0.7876533146523541
friend_Q1,friend,True,True,float64,51,1.806078431372549,1.2172261594544724
friend_Q2,friend,True,True,float64,52,0.35365384615384615,0.6363448171639029
fulfill_Q1,fulfill,True,True,float64,51,0.13607843137254902,0.3238740885298928
fulfill_Q2,fulfill,True,True,float64,52,0.09923076923076923,0.33474931006906644
function_Q1,function,True,True,float64,51,60.55392156862746,4.764134832236685
function_Q2,function,True,True,float64,52,58.301346153846154,7.294738891527381
health_Q1,health,True,True,float64,51,0.5778431372549019,0.6086349681161008
health_Q2,health,True,True,float64,52,4.2755769230769225,2.5191141708190403
home_Q1,home,True,True,float64,51,0.029411764705882353,0.11930208427589221
home_Q2,home,True,True,float64,52,0.0,0.0
i_Q1,i,True,True,float64,51,6.609215686274511,1.6720034280118425
i_Q2,i,True,True,float64,52,8.747115384615384,3.375913743280625
illness_Q1,illness,True,True,float64,51,0.043333333333333335,0.21500265996226575
illness_Q2,illness,True,True,float64,52,0.1526923076923077,0.5176653039019569
insight_Q1,insight,True,True,float64,51,4.821960784313725,2.0998823679545584
insight_Q2,insight,True,True,float64,52,4.517115384615384,2.3441607785979954
ipron_Q1,ipron,True,True,float64,51,5.07764705882353,2.422985994663297
ipron_Q2,ipron,True,True,float64,52,4.5673076923076925,2.7181845718905673
lack_Q1,lack,True,True,float64,51,0.12156862745098042,0.4283134849251239
lack_Q2,lack,True,True,float64,52,0.0,0.0
leisure_Q1,leisure,True,True,float64,51,1.3029411764705885,1.1394878349291653
leisure_Q2,leisure,True,True,float64,52,0.1276923076923077,0.465954831851161
male_Q1,male,True,True,float64,51,0.38000000000000006,1.1390071355799143
male_Q2,male,True,True,float64,52,0.7173076923076924,1.017614320519048
memory_Q1,memory,True,True,float64,51,0.04431372549019608,0.15619564029416777
memory_Q2,memory,True,True,float64,52,0.0,0.0
mental_Q1,mental,True,True,float64,51,0.0,0.0
mental_Q2,mental,True,True,float64,52,0.021730769230769234,0.11096987037109449
money_Q1,money,True,True,float64,51,1.4364705882352942,1.3011801935910998
money_Q2,money,True,True,float64,52,0.07307692307692307,0.2009835284251544
moral_Q1,moral,True,True,float64,51,0.3852941176470588,0.5525745551371378
moral_Q2,moral,True,True,float64,52,0.2611538461538462,0.40148117038973924
motion_Q1,motion,True,True,float64,51,1.0186274509803923,1.0663903188737323
motion_Q2,motion,True,True,float64,52,0.5034615384615384,0.7800095773953051
need_Q1,need,True,True,float64,51,0.3237254901960784,0.7700953869726297
need_Q2,need,True,True,float64,52,0.19634615384615386,0.5104938364961832
negate_Q1,negate,True,True,float64,51,2.040392156862745,1.482520324609299
negate_Q2,negate,True,True,float64,52,1.5378846153846153,1.5151584539356087
netspeak_Q1,netspeak,True,True,float64,51,0.42490196078431375,1.0233631072165155
netspeak_Q2,netspeak,True,True,float64,52,0.06749999999999999,0.21444808408850558
nonflu_Q1,nonflu,True,True,float64,51,0.08823529411764706,0.26632359708101044
nonflu_Q2,nonflu,True,True,float64,52,0.05903846153846155,0.24484107573457503
number_Q1,number,True,True,float64,51,0.48254901960784313,0.5749061070390569
number_Q2,number,True,True,float64,52,0.595,0.7212929096687847
polite_Q1,polite,True,True,float64,51,0.1592156862745098,0.3982158402678317
polite_Q2,polite,True,True,float64,52,0.7303846153846153,1.0431626496426467
politic_Q1,politic,True,True,float64,51,0.05470588235294119,0.2646296186435622
politic_Q2,politic,True,True,float64,52,0.05653846153846154,0.2414211498556685
power_Q1,power,True,True,float64,51,0.5166666666666666,0.7365783817207104
power_Q2,power,True,True,float64,52,0.683076923076923,0.7297563831157797
ppron_Q1,ppron,True,True,float64,51,10.882745098039216,2.69278416923522
ppron_Q2,ppron,True,True,float64,52,11.09769230769231,3.7283609594280143
prep_Q1,prep,True,True,float64,51,9.909411764705883,3.262900437007292
prep_Q2,prep,True,True,float64,52,11.267692307692307,3.70808970899314
pronoun_Q1,pronoun,True,True,float64,51,15.959803921568627,3.9660087558840975
pronoun_Q2,pronoun,True,True,float64,52,15.66403846153846,4.721357879814867
prosocial_Q1,prosocial,True,True,float64,51,0.7254901960784313,0.6880814866400812
prosocial_Q2,prosocial,True,True,float64,52,0.21423076923076925,0.4933766939471072
quantity_Q1,quantity,True,True,float64,51,2.8707843137254896,1.5950694165695452
quantity_Q2,quantity,True,True,float64,52,3.173269230769231,1.8380745790865027
relig_Q1,relig,True,True,float64,51,0.0,0.0
relig_Q2,relig,True,True,float64,52,0.02846153846153846,0.20325603988929655
reward_Q1,reward,True,True,float64,51,0.028627450980392155,0.14945678905778517
reward_Q2,reward,True,True,float64,52,0.02403846153846154,0.17166895260920317
risk_Q1,risk,True,True,float64,51,0.38666666666666666,0.607562363995492
risk_Q2,risk,True,True,float64,52,0.8396153846153845,0.9094122394721631
sexual_Q1,sexual,True,True,float64,51,0.06333333333333334,0.4478342947514801
sexual_Q2,sexual,True,True,float64,52,0.0,0.0
shehe_Q1,shehe,True,True,float64,51,0.7101960784313726,1.488771687675393
shehe_Q2,shehe,True,True,float64,52,0.8088461538461539,1.2247301961062436
socbehav_Q1,socbehav,True,True,float64,51,5.803333333333334,2.024265218098314
socbehav_Q2,socbehav,True,True,float64,52,5.755384615384615,2.524867446283424
socrefs_Q1,socrefs,True,True,float64,51,6.677450980392157,2.2487066811376613
socrefs_Q2,socrefs,True,True,float64,52,3.799038461538461,2.372288135644722
space_Q1,space,True,True,float64,51,3.5358823529411763,1.6767442501099612
space_Q2,space,True,True,float64,52,3.631923076923077,1.937066615015064
substances_Q1,substances,True,True,float64,51,0.0,0.0
substances_Q2,substances,True,True,float64,52,0.0,0.0
swear_Q1,swear,True,True,float64,51,0.1123529411764706,0.48405391141691656
swear_Q2,swear,True,True,float64,52,0.0,0.0
tech_Q1,tech,True,True,float64,51,0.39823529411764697,0.6148798890596533
tech_Q2,tech,True,True,float64,52,1.0390384615384616,1.4639846305616429
tentat_Q1,tentat,True,True,float64,51,4.592156862745098,2.5505641926609637
tentat_Q2,tentat,True,True,float64,52,4.801346153846154,2.531778812831127
they_Q1,they,True,True,float64,51,1.9833333333333334,1.256447944766713
they_Q2,they,True,True,float64,52,1.0951923076923078,1.2844416482009355
time_Q1,time,True,True,float64,51,5.455490196078431,2.427169184441802
time_Q2,time,True,True,float64,52,3.857884615384615,2.222003891620962
tone_neg_Q1,tone_neg,True,True,float64,51,2.248627450980392,1.1972173940676807
tone_neg_Q2,tone_neg,True,True,float64,52,1.4359615384615383,1.386445731989348
tone_pos_Q1,tone_pos,True,True,float64,51,2.931568627450981,1.7654176560214396
tone_pos_Q2,tone_pos,True,True,float64,52,1.4398076923076923,1.1600621508294209
verb_Q1,verb,True,True,float64,51,20.721568627450978,3.7584521076222686
verb_Q2,verb,True,True,float64,52,18.886730769230773,4.80434487695727
visual_Q1,visual,True,True,float64,51,1.0276470588235294,1.1340152301001927
visual_Q2,visual,True,True,float64,52,1.3399999999999999,1.2081533906688402
want_Q1,want,True,True,float64,51,0.3098039215686274,0.5450471834084496
want_Q2,want,True,True,float64,52,0.16173076923076923,0.4041168964251945
we_Q1,we,True,True,float64,51,1.0905882352941176,1.1975570095966792
we_Q2,we,True,True,float64,52,0.06961538461538462,0.25841946772984264
wellness_Q1,wellness,True,True,float64,51,0.011568627450980392,0.0818025491960908
wellness_Q2,wellness,True,True,float64,52,0.018653846153846153,0.0944219019196827
work_Q1,work,True,True,float64,51,2.3160784313725493,1.265534186880088
work_Q2,work,True,True,float64,52,3.00076923076923,1.815486633378591
you_Q1,you,True,True,float64,51,0.43235294117647055,1.1646687456943419
you_Q2,you,True,True,float64,52,0.18557692307692308,0.5653603801713165
