pid,item_id,family,answer,correct,resp_type,route,seen
R_9onXY2s2JyVJbhv,bcrt_q4,BCRT,idk,0.0,0.0,rule_other,0
R_9onXY2s2JyVJbhv,bcrt_q5,BCRT,child,0.0,0.0,rule_other,0
R_9onXY2s2JyVJbhv,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_4HeSPUC68yjFO8N,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,crt2_q4,CRT2,0,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,bcrt_q2,BCRT,400 dollars,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,bcrt_q4,BCRT,never,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,1
R_4HeSPUC68yjFO8N,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,1
R_4od1XXDsfRPjEXm,crt2_q1,CRT2,the second place,1.0,2.0,rule_exact_correct,1
R_4od1XXDsfRPjEXm,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4od1XXDsfRPjEXm,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4od1XXDsfRPjEXm,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,1
R_4od1XXDsfRPjEXm,bcrt_q1,BCRT,1 and a half hours,1.0,2.0,rule_numeric_correct,1
R_4od1XXDsfRPjEXm,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_4od1XXDsfRPjEXm,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,1
R_4od1XXDsfRPjEXm,bcrt_q4,BCRT,160min,0.0,0.0,rule_other,1
R_4od1XXDsfRPjEXm,bcrt_q5,BCRT,his child,0.0,0.0,rule_other,1
R_4od1XXDsfRPjEXm,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,1
R_46sDFz0luDI3hex,crt2_q1,CRT2,2nd,1.0,2.0,rule_exact_correct,1
R_46sDFz0luDI3hex,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_46sDFz0luDI3hex,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_46sDFz0luDI3hex,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_46sDFz0luDI3hex,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,0
R_46sDFz0luDI3hex,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_46sDFz0luDI3hex,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,0
R_46sDFz0luDI3hex,bcrt_q4,BCRT,just under 3 hours,0.0,0.0,rule_other,0
R_46sDFz0luDI3hex,bcrt_q5,BCRT,he is looking at his son's portrait,0.0,0.0,rule_other,0
R_46sDFz0luDI3hex,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_4s649qip03SoHtv,crt2_q1,CRT2,1,0.0,1.0,rule_exact_intuitive,1
R_4s649qip03SoHtv,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4s649qip03SoHtv,crt2_q3,CRT2,june,0.0,1.0,rule_exact_intuitive,0
R_4s649qip03SoHtv,crt2_q4,CRT2,9,0.0,1.0,rule_regex_intuitive,1
R_4s649qip03SoHtv,bcrt_q1,BCRT,1.5h,0.0,0.0,rule_other,0
R_4s649qip03SoHtv,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_4s649qip03SoHtv,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,1
R_4s649qip03SoHtv,bcrt_q4,BCRT,4h,0.0,0.0,rule_other,0
R_4s649qip03SoHtv,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_4s649qip03SoHtv,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_4n9nWCM2ZXttznb,crt2_q1,CRT2,1st,0.0,1.0,rule_exact_intuitive,1
R_4n9nWCM2ZXttznb,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_4n9nWCM2ZXttznb,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4n9nWCM2ZXttznb,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_4n9nWCM2ZXttznb,bcrt_q1,BCRT,1hr 30,1.0,2.0,rule_numeric_correct,0
R_4n9nWCM2ZXttznb,bcrt_q2,BCRT,300,0.0,1.0,rule_exact_intuitive,0
R_4n9nWCM2ZXttznb,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,0
R_4n9nWCM2ZXttznb,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_4n9nWCM2ZXttznb,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,0
R_4n9nWCM2ZXttznb,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_9PBO2RW2Uhn7yYb,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,1
R_9PBO2RW2Uhn7yYb,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9PBO2RW2Uhn7yYb,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9PBO2RW2Uhn7yYb,crt2_q4,CRT2,21.195,0.0,1.0,rule_regex_intuitive,0
R_9PBO2RW2Uhn7yYb,bcrt_q1,BCRT,1.5 hour,0.0,1.0,rule_fuzzy_intuitive,0
R_9PBO2RW2Uhn7yYb,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9PBO2RW2Uhn7yYb,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_9PBO2RW2Uhn7yYb,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9PBO2RW2Uhn7yYb,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_9PBO2RW2Uhn7yYb,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_41NjFgMFB7MhGSU,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,1
R_41NjFgMFB7MhGSU,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_41NjFgMFB7MhGSU,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_41NjFgMFB7MhGSU,crt2_q4,CRT2,0 cubic feet,0.0,0.0,rule_other,1
R_41NjFgMFB7MhGSU,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,1
R_41NjFgMFB7MhGSU,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,1
R_41NjFgMFB7MhGSU,bcrt_q3,BCRT,8 days,1.0,2.0,rule_numeric_correct,1
R_41NjFgMFB7MhGSU,bcrt_q4,BCRT,3 rungs will not be covered by water. the rising tide causes ship to float higher.,0.0,0.0,rule_other,0
R_41NjFgMFB7MhGSU,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,1
R_41NjFgMFB7MhGSU,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,1
R_4rCqFmyvttIJsWm,crt2_q1,CRT2,first,0.0,1.0,rule_exact_intuitive,1
R_4rCqFmyvttIJsWm,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4rCqFmyvttIJsWm,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4rCqFmyvttIJsWm,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,1
R_4rCqFmyvttIJsWm,bcrt_q1,BCRT,1.5 hours,0.0,1.0,rule_exact_intuitive,1
R_4rCqFmyvttIJsWm,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,1
R_4rCqFmyvttIJsWm,bcrt_q3,BCRT,7,0.0,0.0,rule_other,1
R_4rCqFmyvttIJsWm,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,1
R_4rCqFmyvttIJsWm,bcrt_q5,BCRT,it is his son's.,0.0,0.0,rule_other,0
R_4rCqFmyvttIJsWm,bcrt_q6,BCRT,it is unclear as we don't know if anne is married.,0.0,0.0,rule_other,0
R_4Ovi2m6ohfWjyD3,crt2_q1,CRT2,first,0.0,1.0,rule_exact_intuitive,0
R_4Ovi2m6ohfWjyD3,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_4Ovi2m6ohfWjyD3,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_4Ovi2m6ohfWjyD3,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_4Ovi2m6ohfWjyD3,bcrt_q1,BCRT,1 and a half hours,1.0,2.0,rule_numeric_correct,0
R_4Ovi2m6ohfWjyD3,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_4Ovi2m6ohfWjyD3,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_4Ovi2m6ohfWjyD3,bcrt_q4,BCRT,4,0.0,0.0,rule_other,0
R_4Ovi2m6ohfWjyD3,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,0
R_4Ovi2m6ohfWjyD3,bcrt_q6,BCRT,don't know,0.0,0.0,rule_other,0
R_9rvi3VigpT7nmet,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_9rvi3VigpT7nmet,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9rvi3VigpT7nmet,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_9rvi3VigpT7nmet,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,1
R_9rvi3VigpT7nmet,bcrt_q1,BCRT,1.5 hours,0.0,1.0,rule_exact_intuitive,0
R_9rvi3VigpT7nmet,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9rvi3VigpT7nmet,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_9rvi3VigpT7nmet,bcrt_q4,BCRT,4,0.0,0.0,rule_other,0
R_9rvi3VigpT7nmet,bcrt_q5,BCRT,his own,0.0,0.0,rule_other,1
R_9rvi3VigpT7nmet,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_4pDzw3tv0JSJIeL,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_4pDzw3tv0JSJIeL,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4pDzw3tv0JSJIeL,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4pDzw3tv0JSJIeL,crt2_q4,CRT2,0,1.0,2.0,rule_exact_correct,1
R_4pDzw3tv0JSJIeL,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,1
R_4pDzw3tv0JSJIeL,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_4pDzw3tv0JSJIeL,bcrt_q3,BCRT,8 days,1.0,2.0,rule_numeric_correct,1
R_4pDzw3tv0JSJIeL,bcrt_q4,BCRT,the tide will never cover 3 rungs.,1.0,2.0,rule_phrase_correct,1
R_4pDzw3tv0JSJIeL,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,1
R_4pDzw3tv0JSJIeL,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,1
R_9qVrcNn6GPJONYR,crt2_q1,CRT2,2nd,1.0,2.0,rule_exact_correct,0
R_9qVrcNn6GPJONYR,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,0
R_9qVrcNn6GPJONYR,crt2_q3,CRT2,june,0.0,1.0,rule_exact_intuitive,0
R_9qVrcNn6GPJONYR,crt2_q4,CRT2,zero cubic feet,0.0,0.0,rule_other,0
R_9qVrcNn6GPJONYR,bcrt_q1,BCRT,1 and a half hour,1.0,2.0,rule_numeric_correct,0
R_9qVrcNn6GPJONYR,bcrt_q2,BCRT,300,0.0,1.0,rule_exact_intuitive,0
R_9qVrcNn6GPJONYR,bcrt_q3,BCRT,3,0.0,0.0,rule_other,0
R_9qVrcNn6GPJONYR,bcrt_q4,BCRT,not sure,0.0,0.0,rule_other,0
R_9qVrcNn6GPJONYR,bcrt_q5,BCRT,nephew,0.0,0.0,rule_other,0
R_9qVrcNn6GPJONYR,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_4nCAtz7tZUEK7HU,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_4nCAtz7tZUEK7HU,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4nCAtz7tZUEK7HU,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4nCAtz7tZUEK7HU,crt2_q4,CRT2,27 cubic feet,0.0,0.0,rule_other,0
R_4nCAtz7tZUEK7HU,bcrt_q1,BCRT,1 and a half hours,1.0,2.0,rule_numeric_correct,0
R_4nCAtz7tZUEK7HU,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_4nCAtz7tZUEK7HU,bcrt_q3,BCRT,8 days,1.0,2.0,rule_numeric_correct,0
R_4nCAtz7tZUEK7HU,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_4nCAtz7tZUEK7HU,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_4nCAtz7tZUEK7HU,bcrt_q6,BCRT,unable to determine.,0.0,0.0,rule_other,0
R_9rqxaybI5jjJniN,crt2_q1,CRT2,2,1.0,2.0,rule_exact_correct,1
R_9rqxaybI5jjJniN,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9rqxaybI5jjJniN,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9rqxaybI5jjJniN,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9rqxaybI5jjJniN,bcrt_q1,BCRT,1.5h,0.0,0.0,rule_other,0
R_9rqxaybI5jjJniN,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9rqxaybI5jjJniN,bcrt_q3,BCRT,8days,1.0,2.0,rule_numeric_correct,1
R_9rqxaybI5jjJniN,bcrt_q4,BCRT,3h,0.0,0.0,rule_other,0
R_9rqxaybI5jjJniN,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_9rqxaybI5jjJniN,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_9dEoPRV5JbfOXpD,crt2_q1,CRT2,you are now in second place,1.0,2.0,rule_exact_correct,0
R_9dEoPRV5JbfOXpD,crt2_q2,CRT2,8 sheep** remain alive.,1.0,2.0,rule_fuzzy_correct,0
R_9dEoPRV5JbfOXpD,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_9dEoPRV5JbfOXpD,crt2_q4,CRT2,2.25cubic feet,0.0,0.0,rule_other,0
R_9dEoPRV5JbfOXpD,bcrt_q1,BCRT,90 minutes,0.0,1.0,rule_exact_intuitive,1
R_9dEoPRV5JbfOXpD,bcrt_q2,BCRT,the man made a total profit of **$500**.,0.0,0.0,rule_other,0
R_9dEoPRV5JbfOXpD,bcrt_q3,BCRT,the snail will reach the top of the 10-foot wall in 8 days,0.0,0.0,rule_other,0
R_9dEoPRV5JbfOXpD,bcrt_q4,BCRT,**4 hours** are needed for the rising tide to cover 3 rungs of the ladder.,0.0,0.0,rule_other,0
R_9dEoPRV5JbfOXpD,bcrt_q5,BCRT,the man is looking at a portrait of **his son**.,0.0,0.0,rule_other,0
R_9dEoPRV5JbfOXpD,bcrt_q6,BCRT,"yes**, a married person (jack) is looking at an unmarried person (george).",1.0,2.0,rule_phrase_correct,0
R_48H5gk6KZzuoe1V,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_48H5gk6KZzuoe1V,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_48H5gk6KZzuoe1V,crt2_q3,CRT2,june,0.0,1.0,rule_exact_intuitive,1
R_48H5gk6KZzuoe1V,crt2_q4,CRT2,no dirt,1.0,2.0,rule_exact_correct,1
R_48H5gk6KZzuoe1V,bcrt_q1,BCRT,1,1.0,2.0,rule_exact_correct,1
R_48H5gk6KZzuoe1V,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_48H5gk6KZzuoe1V,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_48H5gk6KZzuoe1V,bcrt_q4,BCRT,the rungs will never be covered further,1.0,2.0,rule_phrase_correct,1
R_48H5gk6KZzuoe1V,bcrt_q5,BCRT,son,1.0,2.0,rule_exact_correct,1
R_48H5gk6KZzuoe1V,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,1
R_9uW0SHafhi4vixt,crt2_q1,CRT2,1,0.0,1.0,rule_exact_intuitive,0
R_9uW0SHafhi4vixt,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,0
R_9uW0SHafhi4vixt,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_9uW0SHafhi4vixt,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9uW0SHafhi4vixt,bcrt_q1,BCRT,1.5h,0.0,0.0,rule_other,0
R_9uW0SHafhi4vixt,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_9uW0SHafhi4vixt,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,0
R_9uW0SHafhi4vixt,bcrt_q4,BCRT,never,1.0,2.0,rule_exact_correct,0
R_9uW0SHafhi4vixt,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,0
R_9uW0SHafhi4vixt,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_9ncGoQdVn4dUlmm,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_9ncGoQdVn4dUlmm,crt2_q2,CRT2,8 sheep,1.0,2.0,rule_exact_correct,1
R_9ncGoQdVn4dUlmm,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9ncGoQdVn4dUlmm,crt2_q4,CRT2,0 cubic feet of dirt since there's no dirt in a hole,1.0,2.0,rule_phrase_correct,0
R_9ncGoQdVn4dUlmm,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,0
R_9ncGoQdVn4dUlmm,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,1
R_9ncGoQdVn4dUlmm,bcrt_q3,BCRT,8 days,1.0,2.0,rule_numeric_correct,0
R_9ncGoQdVn4dUlmm,bcrt_q4,BCRT,they will never be covered because the ladder rises with the tide,1.0,2.0,rule_phrase_correct,0
R_9ncGoQdVn4dUlmm,bcrt_q5,BCRT,his son's portrait,0.0,0.0,rule_other,1
R_9ncGoQdVn4dUlmm,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,1
R_9IYxSYxjx5h2jMM,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_9IYxSYxjx5h2jMM,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9IYxSYxjx5h2jMM,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9IYxSYxjx5h2jMM,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9IYxSYxjx5h2jMM,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,1
R_9IYxSYxjx5h2jMM,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_9IYxSYxjx5h2jMM,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,0
R_9IYxSYxjx5h2jMM,bcrt_q4,BCRT,never,1.0,2.0,rule_exact_correct,0
R_9IYxSYxjx5h2jMM,bcrt_q5,BCRT,jesus,0.0,0.0,rule_other,0
R_9IYxSYxjx5h2jMM,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_9jGQkrcYf5X8zyV,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,0
R_9jGQkrcYf5X8zyV,crt2_q2,CRT2,7 sheep,0.0,1.0,rule_exact_intuitive,0
R_9jGQkrcYf5X8zyV,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
