base,predictor,r,p,n,sig
achieve,CRT2+Core4,0.049395410935151624,0.449125137639808,237,False
achieve,CRT2+BCRT(all),0.05330742196418299,0.41398589144960196,237,False
achieve,NFC,0.03765430276793438,0.564060784910547,237,False
acquire,CRT2,-0.14897464513086728,0.02178323738369925,237,True
acquire,Core3,-0.010774098489667601,0.8689495074008897,237,False
acquire,Core4,-0.05959040599038652,0.36106149658201336,237,False
acquire,CRT2+Core3,-0.10459921855116407,0.10823442932296068,237,False
acquire,CRT2+Core4,-0.12849630356945693,0.04816436154770609,237,True
acquire,CRT2+BCRT(all),-0.09361638676516532,0.15079095928321595,237,False
acquire,NFC,-0.0013905400398970262,0.9830111935772103,237,False
adj,CRT2,0.004822299251077263,0.9411327044516051,237,False
adj,Core3,0.1501563069645073,0.020748401938621264,237,True
adj,Core4,0.17841556154819166,0.005882065624674748,237,True
adj,CRT2+Core3,0.09804840410690355,0.1323024314714889,237,False
adj,CRT2+Core4,0.12325420733632386,0.058135772674211994,237,False
adj,CRT2+BCRT(all),0.11535446098854223,0.07632959460149658,237,False
adj,NFC,-0.03040922918318257,0.6413753108641584,237,False
adverb,CRT2,0.044919638557519716,0.491314031338814,237,False
adverb,Core3,-0.027529790490249156,0.6732769180571987,237,False
adverb,Core4,-0.006662303546349193,0.9187378476015311,237,False
adverb,CRT2+Core3,0.01209059096969093,0.8531075037002751,237,False
adverb,CRT2+Core4,0.02212413016840147,0.7347322511313248,237,False
adverb,CRT2+BCRT(all),0.061279245144630574,0.3475883994395912,237,False
adverb,NFC,-0.08976630078851937,0.16838536322543396,237,False
affiliation,CRT2,0.11485645114030445,0.07761612782842198,237,False
affiliation,Core3,-0.20086245146457618,0.001885989765877616,237,True
affiliation,Core4,-0.19310337837701638,0.0028337537117832934,237,True
affiliation,CRT2+Core3,-0.05152884498976109,0.4297572717958009,237,False
affiliation,CRT2+Core4,-0.06224262561500678,0.3400470520741603,237,False
affiliation,CRT2+BCRT(all),-0.08054286827124969,0.2166838867304952,237,False
affiliation,NFC,0.011661790792957876,0.8582613269572561,237,False
allnone,CRT2,0.025392092199765313,0.6973484608922522,237,False
allnone,Core3,-0.09589338657696224,0.1410617381338941,237,False
allnone,Core4,-0.0687647161463634,0.2917589638683591,237,False
allnone,CRT2+Core3,-0.04392640260904549,0.5009549512989735,237,False
allnone,CRT2+Core4,-0.031355403637256814,0.6310309515162804,237,False
allnone,CRT2+BCRT(all),-0.02163300886804918,0.7404073770080237,237,False
allnone,NFC,-0.08445616124888942,0.19510372279391275,237,False
allure,CRT2,0.04985090742981794,0.44494919835141644,237,False
allure,Core3,-0.02437260080469581,0.7089377541620214,237,False
allure,Core4,-0.028823711986006945,0.6588647576552527,237,False
allure,CRT2+Core3,0.017322624010385805,0.790787332181577,237,False
allure,CRT2+Core4,0.010091737503633152,0.8771817254919407,237,False
allure,CRT2+BCRT(all),0.017947466941721286,0.7834245155393011,237,False
allure,NFC,-0.05179919459515721,0.4273378615066665,237,False
article,CRT2,-0.09299014268528168,0.15355389970861344,237,False
article,Core3,-0.03455065170671279,0.5966345595313514,237,False
article,Core4,-0.06033653532221346,0.3550694322655483,237,False
article,CRT2+Core3,-0.082873692011714,0.2036337528095158,237,False
article,CRT2+Core4,-0.09582271452038198,0.14135631738856813,237,False
article,CRT2+BCRT(all),-0.12005300159630479,0.06502304744694332,237,False
article,NFC,0.1492116038421085,0.02157221605405968,237,True
assent,CRT2,0.014534455073076392,0.8238594200413742,237,False
assent,Core3,-0.06161115599718895,0.34497835059663307,237,False
assent,Core4,-0.06269602003170607,0.3365342162490381,237,False
assent,CRT2+Core3,-0.02939091405420847,0.6525861351189453,237,False
assent,CRT2+Core4,-0.03369455718378289,0.6057669896907276,237,False
assent,CRT2+BCRT(all),-0.0491812101124319,0.451096517918848,237,False
assent,NFC,0.05283470756528208,0.41814409571394684,237,False
attention,CRT2,-0.02837494438579172,0.6638493868587103,237,False
attention,Core3,0.1386432850365727,0.032890669424102015,237,True
attention,Core4,0.16625263941325405,0.010354459812333294,237,True
attention,CRT2+Core3,0.06898179135931931,0.290234731793922,237,False
attention,CRT2+Core4,0.09537347349281533,0.14323986334000027,237,False
attention,CRT2+BCRT(all),0.1259482975746584,0.052816789466041625,237,False
attention,NFC,-0.06646654748798475,0.3082234999126028,237,False
auditory,CRT2,0.017463199178490957,0.7891292256121027,237,False
auditory,Core3,-0.024854857491338103,0.703447054831797,237,False
auditory,Core4,0.053252611727721,0.4144667767000181,237,False
auditory,CRT2+Core3,-0.004242309558602157,0.9482022502758918,237,False
auditory,CRT2+Core4,0.04628425034709251,0.47823147432951973,237,False
auditory,CRT2+BCRT(all),0.036625749712841785,0.5747611162146797,237,False
auditory,NFC,-0.1463881645430095,0.02420513805097868,237,True
auxverb,CRT2,0.04866161480989591,0.45589873259468594,237,False
auxverb,Core3,-0.18695272790427217,0.0038721528821519247,237,True
auxverb,Core4,-0.21234807234541395,0.0010041297056884169,237,True
auxverb,CRT2+Core3,-0.08619151375810953,0.18605224615297433,237,False
auxverb,CRT2+Core4,-0.11445697100304643,0.078660761050942,237,False
auxverb,CRT2+BCRT(all),-0.10469986741472859,0.1078934966498808,237,False
auxverb,NFC,0.03784621110112613,0.5620749102852447,237,False
bcrt4_total,CRT2,0.17032889416102528,0.008186051507917735,240,True
bcrt4_total,Core3,0.6412364699875985,0.0,240,True
bcrt4_total,Core4,0.5838224639709045,0.0,240,True
bcrt4_total,CRT2+Core3,0.5162920347077913,0.0,240,True
bcrt4_total,CRT2+Core4,0.49420693840401314,2.220446049250313e-16,240,True
bcrt4_total,CRT2+BCRT(all),0.4434089154779318,5.564437799421285e-13,240,True
bcrt4_total,NFC,-0.03429910896397521,0.5969851525776622,240,False
bcrt6_total,CRT2,0.29635773824259365,2.974447842696293e-06,240,True
bcrt6_total,Core3,0.8402002741517504,0.0,240,True
bcrt6_total,Core4,0.899953022597969,0.0,240,True
bcrt6_total,CRT2+Core3,0.7242122445229189,0.0,240,True
bcrt6_total,CRT2+Core4,0.7817297463950698,0.0,240,True
bcrt6_total,CRT2+BCRT(all),0.8876331898988442,0.0,240,True
bcrt6_total,NFC,-0.06660996175232922,0.30410443282486055,240,False
cause,CRT2,-0.06105294145656109,0.3493751208121374,237,False
cause,Core3,0.0795775946476579,0.22225988768353355,237,False
cause,Core4,0.04495292930273434,0.49099261597101185,237,False
cause,CRT2+Core3,0.010207767263617095,0.8757809489899124,237,False
cause,CRT2+Core4,-0.005846052896426568,0.9286656625526164,237,False
cause,CRT2+BCRT(all),-0.04136349499516981,0.5262848171815095,237,False
cause,NFC,0.057333584760080596,0.37956626199898613,237,False
certitude,CRT2,-0.00683926735638054,0.9165870949336254,237,False
certitude,Core3,-0.03141311832651218,0.6304022582371558,237,False
certitude,Core4,-0.036996611953977236,0.5708919456557489,237,False
certitude,CRT2+Core3,-0.024339256417931887,0.7093179541490442,237,False
certitude,CRT2+Core4,-0.029018684064787883,0.6567037970896616,237,False
certitude,CRT2+BCRT(all),0.005550792291450382,0.9322596301771968,237,False
certitude,NFC,-0.03801789526117843,0.560301165565859,237,False
combined10_total,CRT2,0.7029187357559681,0.0,240,True
combined10_total,Core3,0.7283155466450879,0.0,240,True
combined10_total,Core4,0.79010681845894,0.0,240,True
combined10_total,CRT2+Core3,0.9186526661837716,0.0,240,True
combined10_total,CRT2+Core4,0.9472191404448635,0.0,240,True
combined10_total,CRT2+BCRT(all),1.0,0.0,240,True
combined10_total,NFC,0.011907890158413263,0.8543903227929479,240,False
comm,CRT2,-0.00025456568485659244,0.9968896393666127,237,False
comm,Core3,0.07936287203304404,0.22351401318760789,237,False
comm,Core4,0.112937794170049,0.08273761980175065,237,False
comm,CRT2+Core3,0.049981841057672206,0.44375289775827653,237,False
comm,CRT2+Core4,0.07606059939167431,0.24343754761981695,237,False
comm,CRT2+BCRT(all),0.05490154927604491,0.4001436342720175,237,False
comm,NFC,-0.0928104874258412,0.15435354178666216,237,False
conflict,CRT2,0.10710954940279141,0.09998054866371486,237,False
conflict,Core3,-0.11280235927667463,0.08310918497413633,237,False
conflict,Core4,-0.12940133797975378,0.046596434661977826,237,True
conflict,CRT2+Core3,-0.0009694593585940047,0.9881552544509073,237,False
conflict,CRT2+Core4,-0.023846811601499207,0.714941249065979,237,False
conflict,CRT2+BCRT(all),-0.010347744854997263,0.8740915756555878,237,False
conflict,NFC,0.09950461346809358,0.126624696734581,237,False
conj,CRT2,0.0703543841769993,0.28072024676116514,237,False
conj,Core3,0.015686234282366648,0.8101562026606113,237,False
conj,Core4,-0.002885482265723456,0.9647556109265001,237,False
conj,CRT2+Core3,0.05609462896606126,0.3899670095213077,237,False
conj,CRT2+Core4,0.03974569741640343,0.5426021043937506,237,False
conj,CRT2+BCRT(all),0.06488058578624059,0.3199350477181442,237,False
conj,NFC,0.029108177592042803,0.655712854439777,237,False
curiosity,CRT2,0.014687798095995883,0.8220318526036985,237,False
curiosity,Core3,-0.06302850332139356,0.3339729777074565,237,False
curiosity,Core4,-0.0657983379194817,0.31312310216518613,237,False
curiosity,CRT2+Core3,-0.03018586907224749,0.6438274921223917,237,False
curiosity,CRT2+Core4,-0.03569715680817584,0.5845027212127043,237,False
curiosity,CRT2+BCRT(all),-0.023448616758299814,0.7194995762028398,237,False
curiosity,NFC,0.07320453900963847,0.26164230280773815,237,False
death,CRT2,0.016272066564531864,0.8032081419807429,237,False
death,Core3,-0.10939483779207912,0.09290781380959023,237,False
death,Core4,-0.09396413886460815,0.149273049976405,237,False
death,CRT2+Core3,-0.05844453256454518,0.3703857348402426,237,False
death,CRT2+Core4,-0.053764840901593995,0.40998547205003577,237,False
death,CRT2+BCRT(all),-0.04104651643156469,0.5294621684999812,237,False
death,NFC,-0.05622673146020216,0.38884990945819187,237,False
det,CRT2,-0.09800895965624806,0.1324589064554551,237,False
det,Core3,0.0269782775513218,0.6794566744423558,237,False
det,Core4,-0.019464894405782508,0.765625190917969,237,False
det,CRT2+Core3,-0.04728840534220711,0.4687267809646052,237,False
det,CRT2+Core4,-0.07121636763601938,0.2748539655578772,237,False
det,CRT2+BCRT(all),-0.043085422567338556,0.5091951986141696,237,False
det,NFC,0.009546624257217943,0.8837676847690852,237,False
differ,CRT2,0.06460725983070736,0.32198226021168397,237,False
differ,Core3,0.00023746150112305886,0.9970986225153118,237,False
differ,Core4,-0.046462192690037166,0.4765395922880291,237,False
differ,CRT2+Core3,0.04256006447002516,0.5143784291872073,237,False
differ,CRT2+Core4,0.006933919603317465,0.9154369744947499,237,False
differ,CRT2+BCRT(all),0.026226181523377672,0.6879185256648181,237,False
differ,NFC,-0.0033117001673738447,0.9595537693729228,237,False
discrep,CRT2,0.09752121275020366,0.13440557169926937,237,False
discrep,Core3,-0.18423485969125591,0.004431902007569377,237,True
discrep,Core4,-0.22197987724822224,0.0005767575084962839,237,True
discrep,CRT2+Core3,-0.05240130055742512,0.42197792198677764,237,False
discrep,CRT2+Core4,-0.09200182062378191,0.15799186371027107,237,False
discrep,CRT2+BCRT(all),-0.08801057307604311,0.17689931452543384,237,False
discrep,NFC,0.14549305009860994,0.02509567247429345,237,True
emo_anger,CRT2,0.10422884447107252,0.10949631452239128,237,False
emo_anger,Core3,-0.05652780595130295,0.38631117200393206,237,False
emo_anger,Core4,-0.09511254640313159,0.14434260912635088,237,False
emo_anger,CRT2+Core3,0.03269913379448384,0.6164631618176513,237,False
emo_anger,CRT2+Core4,-0.00241556105389596,0.9704925554663266,237,False
emo_anger,CRT2+BCRT(all),-0.028187802177611423,0.6659324357500389,237,False
emo_anger,NFC,0.04468877771685977,0.49354603122748797,237,False
emo_anx,CRT2,-0.14273629178293964,0.02801751408819597,237,True
emo_anx,Core3,0.06906212006674822,0.28967204179629524,237,False
emo_anx,Core4,0.13582322528231458,0.03665286224694686,237,True
emo_anx,CRT2+Core3,-0.05005613872209766,0.44307487519084865,237,False
emo_anx,CRT2+Core4,0.0070675274739540935,0.913813803762026,237,False
emo_anx,CRT2+BCRT(all),0.00026344768780727054,0.9967811169397491,237,False
emo_anx,NFC,-0.07608042606347414,0.24331434204186086,237,False
emo_neg,CRT2,-0.06273318275439566,0.3362473168381892,237,False
emo_neg,Core3,0.033442300544329305,0.608469761952388,237,False
emo_neg,Core4,0.0700874555775475,0.2825538512948964,237,False
emo_neg,CRT2+Core3,-0.02004781873559369,0.758819519707798,237,False
emo_neg,CRT2+Core4,0.010119224638548207,0.8768498506319866,237,False
emo_neg,CRT2+BCRT(all),-0.015527189723596272,0.8120450885438917,237,False
emo_neg,NFC,-0.004444284594852399,0.9457398704088285,237,False
emo_pos,CRT2,0.009966811106245666,0.8786903344335033,237,False
emo_pos,Core3,0.01997014008797082,0.7597253633820815,237,False
emo_pos,Core4,0.020083341733908286,0.7584053804275388,237,False
emo_pos,CRT2+Core3,0.01916151115831423,0.7691743679272733,237,False
emo_pos,CRT2+Core4,0.01945887412208214,0.7656955729136872,237,False
emo_pos,CRT2+BCRT(all),0.03179159964434496,0.6262860179557368,237,False
emo_pos,NFC,-0.1898484012744875,0.003346715867733163,237,True
emo_sad,CRT2,-0.13656628579387986,0.035627828884063684,237,True
emo_sad,Core3,0.05403757432971634,0.40761114950533095,237,False
emo_sad,Core4,0.040769945671273254,0.5322423728136347,237,False
emo_sad,CRT2+Core3,-0.05549989862573897,0.39502020172379604,237,False
emo_sad,CRT2+Core4,-0.05341887717905739,0.4130090359465255,237,False
emo_sad,CRT2+BCRT(all),-0.06812960091734246,0.29624918727369876,237,False
emo_sad,NFC,-0.07844601654821069,0.2289256406109108,237,False
emotion,CRT2,-0.021286425679513204,0.7444207870056672,237,False
emotion,Core3,0.01753075120623426,0.7883327756014884,237,False
emotion,Core4,0.06036443851902059,0.3548465619348058,237,False
emotion,CRT2+Core3,-0.0028954242280347046,0.9646342548913014,237,False
emotion,CRT2+Core4,0.028119886299128993,0.6666890309332902,237,False
emotion,CRT2+BCRT(all),0.014444282422467127,0.8249345565177273,237,False
emotion,NFC,-0.09613199617626247,0.14007061540853916,237,False
ethnicity,CRT2,0.04785618663900773,0.4633988421571953,237,False
ethnicity,Core3,0.06658078847685742,0.3073909071281007,237,False
ethnicity,Core4,0.0682808793035313,0.29517551280472576,237,False
ethnicity,CRT2+Core3,0.07348616012761426,0.25980676620084564,237,False
ethnicity,CRT2+Core4,0.07443670988109787,0.2536768168203223,237,False
ethnicity,CRT2+BCRT(all),0.08372552944375317,0.1990091448357585,237,False
ethnicity,NFC,-0.07452638840637421,0.25310370218312284,237,False
family,CRT2,0.006693885281356467,0.9183539711132676,237,False
family,Core3,-0.03453040981052132,0.5968497705438931,237,False
family,Core4,-0.06142056775357423,0.3464755583206416,237,False
family,CRT2+Core3,-0.017425514859099534,0.7895736254287136,237,False
family,CRT2+Core4,-0.03748028548727191,0.5658644196778599,237,False
family,CRT2+BCRT(all),-0.02587540097242838,0.6918785622917274,237,False
family,NFC,-0.07596695117437276,0.24402007883091503,237,False
fatigue,CRT2,0.025193761489024583,0.6995976398055641,237,False
fatigue,Core3,0.09018364868271742,0.16640725607083873,237,False
fatigue,Core4,0.05831597288513494,0.3714410460698063,237,False
fatigue,CRT2+Core3,0.07352442228980396,0.259558068106406,237,False
fatigue,CRT2+Core4,0.05428227627692376,0.4054878065736829,237,False
fatigue,CRT2+BCRT(all),0.036552674576198346,0.5755249532569189,237,False
fatigue,NFC,-0.09058650123325912,0.16451436914700301,237,False
feeling,CRT2,-0.06732888379577098,0.30197535366788797,237,False
feeling,Core3,0.09440094278967338,0.14738288855117276,237,False
feeling,Core4,0.11971095807855439,0.06579693663811081,237,False
feeling,CRT2+Core3,0.015454851971550547,0.8129045651615965,237,False
feeling,CRT2+Core4,0.04088215143708617,0.5311135488708363,237,False
feeling,CRT2+BCRT(all),0.019088132902770973,0.7700335204621926,237,False
feeling,NFC,-0.0786246913570701,0.22786382967797758,237,False
female,CRT2,-0.08458736403494908,0.19440836461243327,237,False
female,Core3,-0.07756689626795646,0.23420095447313116,237,False
female,Core4,-0.08868286913011697,0.17360229673653627,237,False
female,CRT2+Core3,-0.10453959188956709,0.10843680479866591,237,False
female,CRT2+Core4,-0.10997149337542614,0.09118769494946544,237,False
female,CRT2+BCRT(all),-0.09286708908419587,0.1541012704177116,237,False
female,NFC,-0.08013278866031535,0.2190404093068794,237,False
filler,CRT2,-0.024970367493249813,0.7021341888675026,237,False
filler,Core3,0.020293335922803357,0.7559586067283337,237,False
filler,Core4,0.026440433876389287,0.6855039530010694,237,False
filler,CRT2+Core3,-0.003568005271245893,0.9564264640793558,237,False
filler,CRT2+Core4,0.003044509348804684,0.962814554458302,237,False
filler,CRT2+BCRT(all),-0.020869825474407484,0.7492541225898712,237,False
filler,NFC,0.020567848673004336,0.7527637538663692,237,False
focusfuture,CRT2,-0.017608663699316723,0.787414446925577,237,False
focusfuture,Core3,0.04599781142932226,0.48096178368384956,237,False
focusfuture,Core4,0.03288443360307112,0.6144658200673265,237,False
focusfuture,CRT2+Core3,0.017506934288726485,0.7886135561042082,237,False
focusfuture,CRT2+Core4,0.011755612875435235,0.8571331421741208,237,False
focusfuture,CRT2+BCRT(all),0.028358009471745365,0.6640377807069093,237,False
focusfuture,NFC,-0.03597351845416388,0.5815955224776697,237,False
focuspast,CRT2,-0.03916751626887854,0.548493872497823,237,False
focuspast,Core3,0.008460272595995846,0.8969161784228556,237,False
focuspast,Core4,0.030563069274097025,0.6396886179664603,237,False
focuspast,CRT2+Core3,-0.020364656212092148,0.7551281608996085,237,False
focuspast,CRT2+Core4,-0.0025868982343949317,0.9684006264777281,237,False
focuspast,CRT2+BCRT(all),0.006767853080746497,0.9174549655030537,237,False
focuspast,NFC,-0.01982227435786492,0.7614505927831463,237,False
focuspresent,CRT2,-0.00781569338069856,0.9047312988800102,237,False
focuspresent,Core3,0.09611235235900452,0.14015200913289383,237,False
focuspresent,Core4,0.1490206461932369,0.021742132514180446,237,True
focuspresent,CRT2+Core3,0.0556024060361256,0.3941464416016265,237,False
focuspresent,CRT2+Core4,0.09592882400264359,0.140914202464975,237,False
focuspresent,CRT2+BCRT(all),0.10610591687041902,0.10321853472331854,237,False
focuspresent,NFC,-0.1717902891965422,0.008038985933960241,237,True
food,CRT2,-0.0212967343747661,0.7443013128311695,237,False
food,Core3,-0.010605674295575717,0.8709801537667228,237,False
food,Core4,0.007069747108821149,0.9137868409349026,237,False
food,CRT2+Core3,-0.020681437555421397,0.7514430022438572,237,False
food,CRT2+Core4,-0.007849968717055986,0.9043154941572944,237,False
food,CRT2+BCRT(all),0.0453386106417734,0.48727713795395067,237,False
food,NFC,-0.05318312426929527,0.41507690621430826,237,False
friend,CRT2,0.01773815130924608,0.7858888695174435,237,False
friend,Core3,-0.11347934722948352,0.08126521980555146,237,False
friend,Core4,-0.08731281870705535,0.18036996801719796,237,False
friend,CRT2+Core3,-0.060063131659258424,0.3572578226713623,237,False
friend,CRT2+Core4,-0.04840764982318851,0.45825628995040013,237,False
friend,CRT2+BCRT(all),-0.05692303984633151,0.38299376121819706,237,False
friend,NFC,-0.019819480249807,0.7614832045279583,237,False
fulfill,CRT2,-0.005871371817303459,0.9283575421344783,237,False
fulfill,Core3,0.18037513325421614,0.0053521407951493405,237,True
fulfill,Core4,0.16823362558514537,0.009465960392855077,237,True
fulfill,CRT2+Core3,0.110123882632978,0.09073740538562336,237,False
fulfill,CRT2+Core4,0.11004614664466968,0.09096688213443893,237,False
fulfill,CRT2+BCRT(all),0.08387029070195312,0.1982308819753582,237,False
fulfill,NFC,-0.016823866540628233,0.7966778021824876,237,False
health,CRT2,-0.009739837666629643,0.8814323781194471,237,False
health,Core3,-0.05041000758092634,0.4398536395441046,237,False
health,Core4,-0.06292797121554454,0.33474609195453686,237,False
health,CRT2+Core3,-0.0382472976749512,0.5579353227097519,237,False
health,CRT2+Core4,-0.048236315399357764,0.45985061787987025,237,False
health,CRT2+BCRT(all),-0.05329325356915195,0.4141101683892492,237,False
health,NFC,-0.0701156312821022,0.2823599248515296,237,False
home,CRT2,0.019524209952193207,0.7649318469707567,237,False
home,Core3,0.044177763133922195,0.49850572468493315,237,False
home,Core4,0.027193642627526975,0.6770409117835747,237,False
home,CRT2+Core3,0.04073191390262764,0.5326252576371147,237,False
home,CRT2+Core4,0.029920798858736733,0.6467425970732492,237,False
home,CRT2+BCRT(all),0.015267037944737657,0.8151371093015267,237,False
home,NFC,0.1251448608825594,0.054358983349379386,237,False
i,CRT2,0.02513150590202477,0.7003041937429466,237,False
i,Core3,-0.11015793694094829,0.09063702285619879,237,False
i,Core4,-0.0785350817784352,0.2283959159532114,237,False
i,CRT2+Core3,-0.053111146570297224,0.4157094568508821,237,False
i,CRT2+Core4,-0.038102962413953265,0.5594232989234622,237,False
i,CRT2+BCRT(all),-0.007261249561000777,0.9114609555239934,237,False
i,NFC,-0.07732312016130792,0.23567881203138907,237,False
illness,CRT2,0.02454063294289082,0.7070229127930086,237,False
illness,Core3,0.11790471585154481,0.07000966859350277,237,False
illness,Core4,0.10133924917924583,0.11974198734310981,237,False
illness,CRT2+Core3,0.09061247428443513,0.16439288452056267,237,False
illness,CRT2+Core4,0.08292772546023318,0.20333811724387796,237,False
illness,CRT2+BCRT(all),0.06838569528277923,0.29443311869617217,237,False
illness,NFC,0.003776558366110939,0.9538822941252245,237,False
insight,CRT2,-0.09472546877254867,0.14599039378015544,237,False
insight,Core3,0.0469851065730466,0.47158661598123097,237,False
insight,Core4,0.022602980905157333,0.729212737727027,237,False
insight,CRT2+Core3,-0.03249082913679991,0.6187118442723678,237,False
insight,CRT2+Core4,-0.04088274415609552,0.5311075891436645,237,False
insight,CRT2+BCRT(all),-0.04818585004872196,0.4603208034384898,237,False
insight,NFC,0.134549769618562,0.038467610284998566,237,True
lack,CRT2,-0.003391314842172081,0.9585822829012292,237,False
lack,Core3,0.04349330886704978,0.505189781934682,237,False
lack,Core4,0.020252155274452503,0.7564382374635485,237,False
lack,CRT2+Core3,0.025257019214865502,0.6988799769489127,237,False
lack,CRT2+Core4,0.01165660626700474,0.858323677866939,237,False
lack,CRT2+BCRT(all),-0.007693325672742991,0.9062159904141418,237,False
lack,NFC,-0.06262514160803102,0.3370818373909925,237,False
leisure,CRT2,-0.050388894885583756,0.44004545110578763,237,False
leisure,Core3,-0.033774037404858126,0.6049165164826,237,False
leisure,Core4,-0.03518815778780122,0.5898746628322291,237,False
leisure,CRT2+Core3,-0.054418302281241115,0.40431031852215904,237,False
